text,topicname,label
"<text>
<title>JAPAN MINISTRY SAYS OPEN FARM TRADE WOULD HIT U.S.</title>
<author>    By Fumiko Fujisaki, Reuters</author>
<dateline>    TOKYO, April 8 - </dateline>Japan's Agriculture Ministry, angered by
U.S. Demands that Japan open its farm products market, will
tell U.S. Officials at talks later this month that
liberalisation would harm existing U.S. Farm exports to Japan,
a senior ministry official said.
    ""Imports from the U.S. Would drop due to active sales drives
by other suppliers,"" the official, who declined to be named,
said. ""Japan is the largest customer for U.S. Farm products and
it is not reasonable for the U.S. To demand Japan liberalise
its farm import market,"" he said.
    Agriculture Minister Mutsuki Kato has said if the U.S.
Insists Japan open its protected rice market it will also open
its wheat market, where volume and origin are regulated to
protect local farmers.
    Australia and Canada could then increase their wheat
exports as they are more competitive than the U.S., He said.
End-users would also buy other origins, grain traders said.
    U.S. Agriculture Secretary Richard Lyng, who is due to
visit Japan for talks between April 16-27, has said he will ask
Japan to offer a share of its rice market to U.S. Suppliers and
remove quotas on U.S. Beef and citrus imports.
    Other countries are already cutting into the U.S. Market
share here. Australia, the largest beef supplier to Japan, has
been trying to boost exports prior to the expiry of a four-year
beef accord next March 31.
    Imports of U.S. Corn have fallen due to increased sales
from China and South America, while Japanese soybean imports
from Brazil are expected to rise sharply this year, although
the U.S. Will remain the largest supplier.
    U.S. Feedgrain sales will also drop if Japan opens up its
beef imports, since Japan depends almost entirely on feedgrain
imports, mainly from the U.S., Japanese officials said.
    An indication of the U.S. Position came last December when
Under Secretary of Agriculture Daniel Amstutz said Japan has
the potential to provide one of the largest boosts to U.S.
Agricultural exports, with the beef market alone representing
some one billion dlrs in new business.
    The U.S. Has also asked the General Agreement on Tariffs
and Trade to investigate the legality of Japanese import
controls on 12 other farm products, including fruit juices,
purees and pulp, tomato juice, ketchup and sauce, peanuts,
prepared beef products and miscellaneous beans.
    To help calm heated trade relations with the U.S., Japan's
top business group Keidanren has urged the government to remove
residual import restrictions on agricultural products.
    But Agriculture Minister Kato has ruled out any emotional
reaction, and the senior ministry official said the farm issue
should not become a scapegoat for trade pressure in the
industrial sector.
    ""Japan is the largest buyer of U.S. Farm products, and these
issues should not be discussed on the same table,"" the official
said.
 REUTER
</text>",trade,5
"<text>
<title>AMATIL PROPOSES TWO-FOR-FIVE BONUS SHARE ISSUE</title>
<dateline>    SYDNEY, April 8 - </dateline>Amatil Ltd &lt;AMAA.S&gt; said it proposes to
make a two-for-five bonus issue out of its revaluation reserve
to shareholders registered May 26.
    Shareholders will be asked to approve the issue and an
increase in authorised capital to 175 mln shares from 125 mln
at a general meeting on May 1, it said in a statement.
    The new shares will rank for dividends declared after
October 31. Amatil, in which B.A.T. Industries Plc &lt;BTI.L&gt;
holds a 41 pct stake, said it does not expect to maintain its
latest annual dividend rate of 29 cents a share on the enlarged
capital.
 REUTER
</text>",earn,0
"<text>
<title>BOWATER 1986 PRETAX PROFITS RISE 15.6 MLN STG</title>
<dateline>    LONDON, April 8 -
    </dateline>Shr 27.7p vs 20.7p
    Div 6.0p vs 5.5p making 10.0p vs 9.25p
    Turnover 1.34 billion stg vs 1.29 billion
    Pretax profit 48.0 mln vs 32.4 mln
    Tax 14.4 mln vs 6.9 mln
    Company name is Bowater Industries Plc &lt;BWTR.L&gt;
    Trading profit 63.4 mln vs 45.1 mln
    Trading profit includes -
    Packaging and associated products 23.2 mln vs 14.2 mln
    Merchanting and services 18.4 mln vs 9.6 mln
    Tissue and timber products 9.0 mln vs 5.8 mln
    Interest debit 15.4 mln vs 12.7 mln
    Minority interests 7.0 mln debit vs 6.2 mln debit
    Extraordinary items 15.4 mln credit vs 11.9 mln debit
 REUTER
</text>",earn,0
"<text>
<title>U.K. MONEY MARKET DEFICIT FORECAST AT 250 MLN STG</title>
<dateline>    LONDON, April 8 - </dateline>The Bank of England said it forecast a
shortage of around 250 mln stg in the money market today.
    Among the main factors affecting liquidity, bills maturing
in official hands and the take-up of treasury bills will drain
some 505 mln stg, while bills for repurchase by the market will
remove around 194 mln. In addition, a rise in note circulation
and bankers' balances below target will each drain around 110
mln stg.
    Partly offsetting these outflows, exchequer transactions
will add some 690 mln stg to the system today.
 REUTER
</text>",money-fx,2
"<text>
<title>SOUTH KOREA MOVES TO SLOW GROWTH OF TRADE SURPLUS</title>
<author>    By Moon Ihlwan, Reuters</author>
<dateline>    SEOUL, April 8 - </dateline>South Korea's trade surplus is growing too
fast and the government has started taking steps to slow it
down, Deputy Prime Minister Kim Mahn-je said.
    He told a press conference the government planned to
increase investment, speed up the opening of the local market
to foreign imports and gradually adjust its currency to hold
the surplus ""at a proper level.""
    But he said the government would not allow the won to
appreciate too much in a short period of time. South Korea has
been under pressure from Washington to revalue the won.
    The U.S. Wants South Korea to cut its trade surplus with
the U.S., Which rose to 7.4 billion dlrs in 1986 from 4.3
billion dlrs in 1985.
    Kim, who is also economic planning minister, said prospects
were bright for the South Korean economy, but the government
would try to hold the current account surplus to around five
billion dlrs a year for the next five years.
    ""Our government projections of eight pct GNP growth, five
billion dlrs of (current account) surplus and 12 pct growth in
exports all seemed to be reasonable early this year. But now
the surplus is growing faster than we expected,"" he said.
    Trade ministry officials said South Korea's exports rose 35
pct to 9.34 billion dlrs in the first three months of this
year, while imports rose only 8.5 pct to 8.2 billion dlrs.
    Kim said the swing of South Korea's current account to a
surplus of 4.65 billion dlrs in 1986 from an 890 mln dlr
deficit in 1985 was very significant. The surplus enabled the
country to reduce its foreign debt last year for the first
time.
    South Korea's foreign debt, which fell to 44.5 billion dlrs
in 1986 from 46.8 billion in 1985, is still among the largest
in Asia.
    ""This huge amount of our foreign debt has been one of the
major constraints on our development... Last year was a major
turning point for the Korean economy,"" Kim said.
    Kim said his government plannned to reduce the ratio of
foreign debt to the country's GNP to about 20 pct in 1991, from
about 50 pct in 1986.
    ""The government, however, does not want to accelerate
reducing the debt by making an excessive trade surplus,"" he
said.
    Kim said a sudden rise in the surplus would cause inflation
and lead to trade friction with Seoul's major trading partners,
particularly the United States.
    ""We need a surplus because we have to reduce our debt, but
we are taking measures to hold the size of the surplus at a
proper level,"" Kim said.
 REUTER
</text>",trade,5
"<text>
<title>CRA SOLD FORREST GOLD FOR 76 MLN DLRS - WHIM CREEK</title>
<dateline>    SYDNEY, April 8 - </dateline>&lt;Whim Creek Consolidated NL&gt; said the
consortium it is leading will pay 76.55 mln dlrs for the
acquisition of CRA Ltd's &lt;CRAA.S&gt; &lt;Forrest Gold Pty Ltd&gt; unit,
reported yesterday.
    CRA and Whim Creek did not disclose the price yesterday.
    Whim Creek will hold 44 pct of the consortium, while
&lt;Austwhim Resources NL&gt; will hold 27 pct and &lt;Croesus Mining
NL&gt; 29 pct, it said in a statement.
    As reported, Forrest Gold owns two mines in Western
Australia producing a combined 37,000 ounces of gold a year. It
also owns an undeveloped gold project.
 REUTER
</text>",acq,1
"<text>
<title>BOWATER INDUSTRIES PROFIT EXCEED EXPECTATIONS</title>
<dateline>    LONDON, April 8 - </dateline>Bowater Industries Plc &lt;BWTR.L&gt; 1986
pretax profits of 48.0 mln stg exceeded market expectations of
around 40 mln and pushed the company's shares up sharply to a
high of 491p from 468p last night, dealers said.
    The shares later eased back to 481p. Bowater reported a
32.4 mln stg profit in 1985.
    The company said in a statement accompanying the results
that the underlying trend showed improvement and it intended to
expand further by developing existing businesses and seeking
new opportunities.
    It added that it had appointed David Lyon, currently
managing director of Redland Plc &lt;RDLD.L&gt; as its new chief
executive.
    Analysts noted that Bowater's profits of 18.9 mln stg from
13.2 mln previously had been given a boost by pension benefits
of 4.5 mln stg.
    Profit from Australia and the Far East showed the greatest
percentage rise, jumping 55.0 pct to 15.5 mln from 10.0 mln,
while the profit from U.K. Operations rose 30.7 pct to 24.7
mln, and Europe, 42.9 pct to 11.0 mln.
 REUTER
</text>",earn,0
"<text>
<title>CITIBANK NORWAY UNIT LOSES SIX MLN CROWNS IN 1986</title>
<dateline>    OSLO, April 8 - </dateline>Citibank A/S &lt;CCI.N&gt;, the Norwegian
subsidiary of the U.S.-based bank, said it made a net loss of
just over six mln crowns in 1986 -- although foreign bankers
said they expect it to show 1987 profits after two lean years.
    Citibank's Oslo treasury head Bjoern Sejerstad told
Reuters, Citibank, one of seven foreign bank subsidiaries
operating in Norway, lost money because of restructuring for
investment banking away from commercial banking and an economic
slump in Norway following last year's plunge in oil prices.
    Foreign banks have been allowed to operate susbidiaries in
Norway since 1985.
    Foreign banking analysts in Oslo said access to Norway's
second-hand securities and equities markets, to be approved
later this spring, and lower primary reserve requirements would
make profit this year.
    Citibank lost 490,000 crowns in Norway in 1985, but
Sejerstad said a profit was likely this year because of planned
liberalisation and better economic performance, helped by a
steadier oil price of around 18 dlrs a barrel.
    Earlier this year, Chase Manhattan Bank's &lt;CMB.N&gt;
subsidiary decided to stop foreign exchange trading after heavy
losses and focus instead on fee-based merchant banking.
 REUTER
</text>",earn,0
"<text>
<title>VIEILLE MONTAGNE SAYS 1986 CONDITIONS UNFAVOURABLE</title>
<dateline>    BRUSSELS, April 8 - </dateline>A sharp fall in the dollar price of
zinc and the depreciation of the U.S. Currency created
unfavourable economic conditions for Vieille Montagne SA
&lt;VMNB.BR&gt; in 1986.
    It said in a statement that the two factors led to a
squeeze on refining margins and an 18.24 pct fall in sales and
services income despite an unchanged level of activity.
    Vieille Montagne, which is actively pursuing a
restructuring program, reported a 198 mln franc net loss, after
187 mln francs in provisions for the closure of an electrolysis
plant, compared with a 250 mln franc net profit in 1985.
 REUTER
</text>",earn,0
"<text>
<title>VIEILLE MONTAGNE REPORTS LOSS, DIVIDEND NIL</title>
<dateline>    BRUSSELS, April 8 - </dateline>1986 Year
    Net loss after exceptional charges 198 mln francs vs profit
    250 mln
    Exceptional provisions for closure of Viviez electrolysis
    Plant 187 mln francs vs exceptional gain 22 mln
    Sales and services 16.51 billion francs vs 20.20 billion
    Proposed net dividend on ordinary shares nil vs 110 francs
    Company's full name is Vieille Montagne SA &lt;VMNB.BR&gt;.
 REUTER
</text>",earn,0
"<text>
<title>JAPAN GIVEN LITTLE HOPE OF AVOIDING U.S. SANCTIONS</title>
<dateline>    TOKYO, April 8 - </dateline>A top U.S. Official said Japan has little
chance of convincing the U.S. To drop threatened trade
sanctions, despite the efforts of a Japanese team that left for
Washington today.
    Michael Armacost, Under Secretary of State for Political
Affairs, was asked at a press conference whether Japan's moves
to boost its domestic economy and open its markets could
persuade the U.S. Not to impose tariffs on Japanese imports
said, and replied: ""...It is probably too early for the figures
to demonstrate that the situation has turned around and to
permit the result you have described.""
    Armacost said the U.S. Hopes Japan will take steps to lift
its domestic economy and reduce dependence on exports, remove
barriers to imports and settle outstanding trade issues.
    ""There are obvious problems at the moment in the trade area,
but we do not wish those problems to divert attention from
important areas of cooperation that continue to exist on
security and political issues,"" he said.
    ""The question is whether through cooperative actions between
our governments we can reduce the (trade) imbalance or whether
Congress takes action to reduce it through protectionist
legislation,"" he said.
 REUTER
</text>",trade,5
"<text>
<title>EC SUGAR TENDER HARD TO PREDICT - LONDON TRADE</title>
<dateline>    LONDON, April 8 - </dateline>The outcome of today's European Community
(EC) white sugar tender is extremely difficult to predict after
last week's substantial award of 102,350 tonnes at the highest
ever rebate of 46.864 European currency units (Ecus) per 100
kilos, traders said.
    Some said they believed the tonnage would probably be
smaller, at around 60,000 tonnes, but declined to give a view
on the likely restitution. Last week, the European Commission
accepted 785,000 tonnes of sugar into intervention by operators
protesting about low rebates. This might be a determining
factor in today's result, they added.
 REUTER
</text>",sugar,9
"<text>
<title>NORTH YEMEN CALLS SUGAR BUYING TENDER - TRADE</title>
<dateline>    LONDON, April 8 - </dateline>North Yemen has called a buying tender
for Saturday for the purchase of 30,000 tonnes of white sugar
for arrival in June, traders said.
 REUTER
</text>",sugar,9
"<text>
<title>ANHEUSER-BUSCH JOINS BID FOR SAN MIGUEL</title>
<dateline>    MANILA, April 8 - </dateline>Anheuser-Busch Companies Inc &lt;BUD.N&gt; has
joined several other foreign bidders for sequestered shares of
the Philippines' largest food and beverage maker San Miguel
Corp &lt;SANM.MN&gt;, the head of a government panel which controls
the shares told Reuters.
    Ramon Diaz, Secretary of the Presidential Commission on
Good Government (PCGG), said Anheuser-Busch had told the
government it was interested in buying 14 mln ""B"" shares of San
Miguel. He did not disclose the offered price.
    Diaz said Australian brewer Alan Bond's Bond Corp Holdings
Ltd had offered 150 pesos per share for the ""B"" shares.
    Diaz said New York investment bank Allen and Co Inc had
earlier said it was interested in buying all 38.1 mln
sequestered shares. He told Reuters last month Elders IXL Ltd
&lt;ELXA.S&gt;, the Melbourne-based brewing company, had also bid for
the ""B"" shares.
    The Hong Kong Economic Journal last month quoted a
spokesman of Australian stock broker Jacksons Ltd as saying
that &lt;Barwon Farmlands Ltd&gt;, an Australian firm owned 30 pct by
&lt;Ariadne Australia Ltd&gt;, was planning a Filipino branch in
order to buy the entire block of 38.1 mln shares.
    Anheuser-Busch last year made a 150 mln dlr bid to buy &lt;San
Miguel Brewery Ltd&gt;, a Hong Kong listed company which is 69.65
pct owned by &lt;Neptunia Corp Ltd&gt;, a San Miguel Corp subsidiary.
    The talks broke down last June after the two sides said
they could not agree on the terms of the sale.
 REUTER
</text>",acq,1
